id,name,region,level,effect,group,calorie,pair,place,time,grouptime,instrument,tip,gifname,,,,,,,
a232,哑铃复合推举,arm,SSS,strongmuscle,8,4,no,home.office.gym.outside,12.5,100,dumbbell,自然站立，挺胸，收紧腹部，拳心朝上，将哑铃弯举到胸前，略作停顿，打开手肘的同时发力将哑铃向上推起，缓慢将哑铃按原动作轨迹下落至胸前，略作停顿，返回起始位,a184,,,,,,,
a233,上斜俯卧撑,arm,SSS,warmup,10,3,no,home.office.gym.outside,3,30,no,双手撑于半米左右高度的凳子上，间距比肩略宽，身体绷成一条直线，腰背挺直，双肩下沉，胸部发力，收紧腰腹，身体挺直,a135,,,,,,,
a234,开合跳,arm,SSS,losefat,10,4,no,home.office.gym.outside,6.5,65,no,手臂上抬时吸气，下落时呼气，双脚开合跳跃，小腿尽可能放松，不可低头、仰头,a141,,,,,,,
a235,低难度俯卧撑,arm,SSS,strongmuscle,10,3,no,home.office.gym.outside,4,40,dumbbell,俯卧撑于垫上，腰背挺直，从侧面看身体成一条直线，双手撑于胸部两侧，间距比肩略宽,a171,,,,,,,
a236,左侧肱三头肌拉伸,arm,SSS,streching,30,1,a189,home.office.gym.outside,1,30,no,身体站直，挺胸，左臂上举至耳边，肘关节最大幅度折叠，右臂扶在左侧肘关节上，向右后方拉,a143,,,,,,,
a237,右侧肱三头肌拉伸,arm,SSS,streching,30,1,a188,home.office.gym.outside,1,30,no,身体站直，挺胸，右臂上举至耳边，肘关节最大幅度折叠，左臂扶在右侧肘关节上，向左后方拉,a144,,,,,,,
a238,左侧小臂前侧拉伸,arm,SSS,streching,20,1,a191,home.office.gym.outside,1.5,30,no,侧对墙壁站立，双脚自然分开，左手手臂外旋，指尖朝下，手掌按在墙上，手肘朝下，头与身体向右扭转,a190,,,,,,,
a239,右侧小臂前侧拉伸,arm,SSS,streching,20,1,a190,home.office.gym.outside,1.5,30,no,侧对墙壁站立，双脚自然分开，y右手手臂外旋，指尖朝下，手掌按在墙上，手肘朝下，头与身体向左扭转,a191,,,,,,,
a240,背部肌肉激活,back,S,warmup,20,2,no,home.office.gym.outside,4,80,no,屈膝俯身，身体与地面呈30°至45°角，双臂伸直展开至水平，双手握拳，大拇指朝上，后缩手臂至与身体呈W字，双肩放松，夹紧双肘，感受中背部肌肉发力，背部中间被挤压，挺直背部，头部与脊柱处在一条直线上,a240,,,,,,,
a241,耸肩沉肩,back,S,warmup,10,1,no,home.office.gym.outside,6,60,no,肩胛骨向上提升到最大幅度，稍有停顿后，向下沉肩，均匀呼吸,a5,,,,,,,
a242,扶椅沉肩,back,S,strongmuscle,15,1,no,home.office.gym.outside,2,30,no,双腿放松，双臂与身体位于同一平面，双手扶住椅背，耸肩至最高点，然后用力将肩膀下沉，撑高身体，感受中、下背部肌肉收紧,a242,,,,,,,
a243,小哑铃反握提肘,back,S,strongmuscle,15,3,no,home.office.gym.outside,3.4,51,dumbbell,背部在保持挺直的情况下俯身，躯干与地面呈30°角；屈膝，反握小哑铃，拳心朝前，手臂自然下垂，屈肘，将小哑铃向身体斜后方拉，在动作顶部用力收缩背部，略作停顿，然后按原路回到起始状态,a137,,,,,,,
a244,无哑铃滑臂伸展,back,S,strongmuscle,15,2,no,home.office.gym.outside,4,60,no,微微屈膝，躯干前倾，腰背挺直，双手垂直于地面，拇指向前，双手沿躯干向后伸，至最高点稍作停留，然后还原，保持肩部不动,a244,,,,,,,
a245,俯卧向后抬臂,back,S,strongmuscle,15,3,no,home.gym,5,75,yogamat,俯卧于垫上，腰背挺直，双手掌心相对放于身体两侧，双手沿躯干向后伸，挺起胸腔，夹紧肩胛骨，至最高点稍作停留，然后还原,a245,,,,,,,
a246,俯卧蛙式滑臂,back,S,strongmuscle,15,3,no,home.gym,6,90,yogamat,俯卧于垫上，腹部和髋部着垫，胸部和腿部上抬，双臂向前伸直，挺直腰背，夹紧双肩，手臂向后划动，至大腿两侧，稍作停留，打开双肩，双臂向前划至初始位置,a246,,,,,,,
a247,哑铃附身提肘,back,S,strongmuscle,15,3,no,home.office.gym.outside,3.5,52.5,dumbbell,双脚分开，俯身约90°；双手对握哑铃，拳心相对；手肘微屈，双臂垂直于地面，夹肘上拉哑铃至腹部两侧，在最高点时略作停顿，缓慢下放哑铃至起始位置,a247,,,,,,,
a248,俯卧W伸展,back,S,strongmuscle,15,3,no,home.gym,4,60,yogamat,俯卧在瑜伽垫上，双臂与身体呈T字，双手握拳，大拇指朝上，肋骨不要离开地面，拇指用力上举，同时后缩手臂至与身体呈W字，夹紧双肘，感受中背部肌肉发力，背部中间被挤压,a248,,,,,,,
a249,开合跳,back,S,losefat,6,4,no,home.office.gym.outside,6.5,39,no,手臂上抬时吸气，下落时呼气，双脚开合跳跃，小腿尽可能放松，不可低头、仰头,a141,,,,,,,
a250,背部上侧拉伸,back,S,streching,20,1,no,home.office.gym.outside,1.5,30,no,自然站立，双手十指交叉相扣，掌心对着身体，然后翻掌用手背对着身体向前推出，低头，身体跟着手前推的力量向后弓背到最大幅度,a250,,,,,,,
a251,猫式伸展,back,S,streching,20,1,no,home.gym,7.5,150,yogamat,俯撑在瑜伽垫上，双手双膝着地，拱起上背部，低头，胸部下沉到最低，仰头，全身放松，拱起背部时呼气，塌腰时吸气,a251,,,,,,,
a252,跪姿拉伸,back,S,streching,10,1,no,home.gym,2.3,23,yogamat,臀部坐在脚后跟上，双手向前伸，身体自然而放松地向前趴下,a252,,,,,,,
a253,背部肌肉激活,back,SS,warmup,20,2,no,home.office.gym.outside,4,80,no,屈膝俯身，身体与地面呈30°至45°角，双臂伸直展开至水平，双手握拳，大拇指朝上，后缩手臂至与身体呈W字，双肩放松，夹紧双肘，感受中背部肌肉发力，背部中间被挤压，挺直背部，头部与脊柱处在一条直线上,a240,,,,,,,
a254,耸肩沉肩,back,SS,warmup,10,1,no,home.office.gym.outside,6,60,no,肩胛骨向上提升到最大幅度，稍有停顿后，向下沉肩，均匀呼吸,a5,,,,,,,
a255,扶椅沉肩,back,SS,strongmuscle,15,1,no,home.office.gym.outside,2,30,no,双腿放松，双臂与身体位于同一平面，双手扶住椅背，耸肩至最高点，然后用力将肩膀下沉，撑高身体，感受中、下背部肌肉收紧,a242,,,,,,,
a256,小哑铃反握提肘,back,SS,strongmuscle,15,3,no,home.office.gym.outside,3.4,51,dumbbell,背部在保持挺直的情况下俯身，躯干与地面呈30°角；屈膝，反握小哑铃，拳心朝前，手臂自然下垂，屈肘，将小哑铃向身体斜后方拉，在动作顶部用力收缩背部，略作停顿，然后按原路回到起始状态,a137,,,,,,,
a257,无哑铃滑臂伸展,back,SS,strongmuscle,15,2,no,home.office.gym.outside,4,60,no,微微屈膝，躯干前倾，腰背挺直，双手垂直于地面，拇指向前，双手沿躯干向后伸，至最高点稍作停留，然后还原，保持肩部不动,a244,,,,,,,
a258,俯卧向后抬臂,back,SS,strongmuscle,15,3,no,home.gym,5,75,yogamat,俯卧于垫上，腰背挺直，双手掌心相对放于身体两侧，双手沿躯干向后伸，挺起胸腔，夹紧肩胛骨，至最高点稍作停留，然后还原,a245,,,,,,,
a259,俯卧蛙式滑臂,back,SS,strongmuscle,15,3,no,home.gym,6,90,yogamat,俯卧于垫上，腹部和髋部着垫，胸部和腿部上抬，双臂向前伸直，挺直腰背，夹紧双肩，手臂向后划动，至大腿两侧，稍作停留，打开双肩，双臂向前划至初始位置,a246,,,,,,,
a260,哑铃附身提肘,back,SS,strongmuscle,15,3,no,home.office.gym.outside,3.5,52.5,dumbbell,双脚分开，俯身约90°；双手对握哑铃，拳心相对；手肘微屈，双臂垂直于地面，夹肘上拉哑铃至腹部两侧，在最高点时略作停顿，缓慢下放哑铃至起始位置,a247,,,,,,,
a261,俯卧W伸展,back,SS,strongmuscle,15,3,no,home.gym,4,60,yogamat,俯卧在瑜伽垫上，双臂与身体呈T字，双手握拳，大拇指朝上，肋骨不要离开地面，拇指用力上举，同时后缩手臂至与身体呈W字，夹紧双肘，感受中背部肌肉发力，背部中间被挤压,a248,,,,,,,
a262,开合跳,back,SS,losefat,6,4,no,home.office.gym.outside,6.5,39,no,手臂上抬时吸气，下落时呼气，双脚开合跳跃，小腿尽可能放松，不可低头、仰头,a141,,,,,,,
a263,背部上侧拉伸,back,SS,streching,20,1,no,home.office.gym.outside,1.5,30,no,自然站立，双手十指交叉相扣，掌心对着身体，然后翻掌用手背对着身体向前推出，低头，身体跟着手前推的力量向后弓背到最大幅度,a250,,,,,,,
a264,猫式伸展,back,SS,streching,20,1,no,home.gym,7.5,150,yogamat,俯撑在瑜伽垫上，双手双膝着地，拱起上背部，低头，胸部下沉到最低，仰头，全身放松，拱起背部时呼气，塌腰时吸气,a251,,,,,,,
a265,跪姿拉伸,back,SS,streching,10,1,no,home.gym,2.3,23,yogamat,臀部坐在脚后跟上，双手向前伸，身体自然而放松地向前趴下,a252,,,,,,,
a266,背部肌肉激活,back,SSS,warmup,20,2,no,home.office.gym.outside,4,80,no,屈膝俯身，身体与地面呈30°至45°角，双臂伸直展开至水平，双手握拳，大拇指朝上，后缩手臂至与身体呈W字，双肩放松，夹紧双肘，感受中背部肌肉发力，背部中间被挤压，挺直背部，头部与脊柱处在一条直线上,a240,,,,,,,
a267,耸肩沉肩,back,SSS,warmup,10,1,no,home.office.gym.outside,6,60,no,肩胛骨向上提升到最大幅度，稍有停顿后，向下沉肩，均匀呼吸,a5,,,,,,,
a268,背撑,back,SSS,strongmuscle,10,3,no,home.gym,1.5,15,yogamat,仰卧与垫上，屈肘，手臂与躯干夹角呈45°左右，背部发力，使背部离开地面，靠肘部支撑，静止停顿,a242,,,,,,,
a269,小哑铃反握提肘,back,SSS,strongmuscle,15,3,no,home.office.gym.outside,3.4,51,dumbbell,背部在保持挺直的情况下俯身，躯干与地面呈30°角；屈膝，反握小哑铃，拳心朝前，手臂自然下垂，屈肘，将小哑铃向身体斜后方拉，在动作顶部用力收缩背部，略作停顿，然后按原路回到起始状态,a137,,,,,,,
a270,无哑铃滑臂伸展,back,SSS,strongmuscle,15,2,no,home.office.gym.outside,4,60,no,微微屈膝，躯干前倾，腰背挺直，双手垂直于地面，拇指向前，双手沿躯干向后伸，至最高点稍作停留，然后还原，保持肩部不动,a244,,,,,,,
a271,俯卧向后抬臂,back,SSS,strongmuscle,15,3,no,home.gym,5,75,yogamat,俯卧于垫上，腰背挺直，双手掌心相对放于身体两侧，双手沿躯干向后伸，挺起胸腔，夹紧肩胛骨，至最高点稍作停留，然后还原,a245,,,,,,,
a272,俯卧蛙式滑臂,back,SSS,strongmuscle,15,3,no,home.gym,6,90,yogamat,俯卧于垫上，腹部和髋部着垫，胸部和腿部上抬，双臂向前伸直，挺直腰背，夹紧双肩，手臂向后划动，至大腿两侧，稍作停留，打开双肩，双臂向前划至初始位置,a246,,,,,,,
a273,哑铃附身提肘,back,SSS,strongmuscle,15,3,no,home.office.gym.outside,3.5,52.5,dumbbell,双脚分开，俯身约90°；双手对握哑铃，拳心相对；手肘微屈，双臂垂直于地面，夹肘上拉哑铃至腹部两侧，在最高点时略作停顿，缓慢下放哑铃至起始位置,a247,,,,,,,
a274,俯卧W伸展,back,SSS,strongmuscle,15,3,no,home.gym,4,60,yogamat,俯卧在瑜伽垫上，双臂与身体呈T字，双手握拳，大拇指朝上，肋骨不要离开地面，拇指用力上举，同时后缩手臂至与身体呈W字，夹紧双肘，感受中背部肌肉发力，背部中间被挤压,a248,,,,,,,
a275,开合跳,back,SSS,losefat,6,4,no,home.office.gym.outside,6.5,39,no,手臂上抬时吸气，下落时呼气，双脚开合跳跃，小腿尽可能放松，不可低头、仰头,a141,,,,,,,
a276,背部上侧拉伸,back,SSS,streching,20,1,no,home.office.gym.outside,1.5,30,no,自然站立，双手十指交叉相扣，掌心对着身体，然后翻掌用手背对着身体向前推出，低头，身体跟着手前推的力量向后弓背到最大幅度,a250,,,,,,,
a277,猫式伸展,back,SSS,streching,20,1,no,home.gym,7.5,150,yogamat,俯撑在瑜伽垫上，双手双膝着地，拱起上背部，低头，胸部下沉到最低，仰头，全身放松，拱起背部时呼气，塌腰时吸气,a251,,,,,,,
a278,跪姿拉伸,back,SSS,streching,15,1,no,home.gym,2.3,34.5,yogamat,臀部坐在脚后跟上，双手向前伸，身体自然而放松地向前趴下,a252,,,,,,,
a279,开合跳,all,S,warmup,6,4,no,home.office.gym.outside,6.5,39,no,手臂上抬时吸气，下落时呼气，双脚开合跳跃，小腿尽可能放松，不可低头、仰头,a141,,,,,,,
a280,向前交替箭步蹲,all,S,warmup,10,2,no,home.office.gym.outside,7.5,75,no,双脚并拢，收紧腹部核心上半身挺直，双腿交替向前迈，下蹲至前侧大腿与身体呈90°角，前侧大腿与小腿呈90°角，膝盖不要着地，下蹲时吸气，站起时呼气,a59,,,,,,,
a281,附身慢速跨步登山,all,S,strongmuscle,5,4,no,home.office.gym.outside,9,45,yogamat,俯撑，双手与肩同宽，挺直背部，收紧核心，一侧脚迈到同侧手的旁边，回到俯撑状态，迈另一侧脚,a281,,,,,,,
a282,跨步Burpee,all,S,strongmuscle,10,4,no,home.office.gym.outside,4,40,no,如视频动作所示，动作越连贯越好，按照自己的节奏呼吸,a282,,,,,,,
a283,蹲跳,all,S,strongmuscle,10,2,no,home.office.gym.outside,2,20,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a65,,,,,,,
a284,平板支撑,all,S,strongmuscle,6,4,no,home.office.gym.outside,10,60,yogamat,屈肘，小臂与前脚掌撑地，耳、肩、髋、膝、踝呈一条直线,a36,,,,,,,
a285,高抬腿,all,S,strongmuscle,16,5,no,home.office.gym.outside,2.5,40,no,挺直背部，目视前方，前脚掌着地快速交替抬腿，保持身体稳定，以最快的速度,a285,,,,,,,
a286,勾腿跳,all,S,strongmuscle,15,2,no,home.office.gym.outside,2,30,no,背部挺直，目视前方，双手放在臀部位置，保持身体稳定，快速交替勾腿，每次都要触碰到双手,a286,,,,,,,
a287,左右交叉小跳,all,S,strongmuscle,15,2,no,home.office.gym.outside,3,45,no,跳起后两腿交叉点地，然后双腿迅速打开下蹲，下蹲时双脚约1.5倍肩宽，下蹲至大腿与地面呈45°角即可,a287,,,,,,,
a288,双手开合跳,all,S,strongmuscle,20,2,no,home.office.gym.outside,1.5,30,no,抬头挺胸，绷紧腹部，绷紧手臂，用胸肌的力量合掌，同时双脚交替前后小幅跳跃,a288,,,,,,,
a289,臀部动态拉伸,all,S,strongmuscle,10,2,no,home.office.gym.outside,7,70,no,双手用力抱紧膝盖紧贴腹部上提，提膝同时踮起脚尖,a289,,,,,,,
a290,小腿拉伸,all,S,streching,4,4,no,home.gym,5.5,22,,脚跟着地，挺直背部，打开肩胛骨，头部与脊柱方向一致，臀部顶在最上方，若做不到标准，尽力即可,a290,,,,,,,
a291,腹部拉伸,all,S,streching,3,10,no,home.gym,10,30,no,俯卧在瑜伽垫上，腿部完全贴紧地面，双手将上半身撑起，用力拉伸腹部，挺胸,a291,,,,,,,
a292,猫式伸展,all,S,streching,20,1,no,home.gym,7.5,150,yogamat,俯撑在瑜伽垫上，双手双膝着地，拱起上背部，低头，胸部下沉到最低，仰头，全身放松，拱起背部时呼气，塌腰时吸气,a251,,,,,,,
a293,跪姿拉伸,all,S,streching,15,1,no,home.gym,2.3,34.5,yogamat,臀部坐在脚后跟上，双手向前伸，身体自然而放松地向前趴下,a252,,,,,,,
a294,开合跳,all,S,warmup,6,4,no,home.office.gym.outside,6.5,39,no,手臂上抬时吸气，下落时呼气，双脚开合跳跃，小腿尽可能放松，不可低头、仰头,a141,,,,,,,
a295,向前交替箭步蹲,all,SS,warmup,10,2,no,home.office.gym.outside,7.5,75,no,双脚并拢，收紧腹部核心上半身挺直，双腿交替向前迈，下蹲至前侧大腿与身体呈90°角，前侧大腿与小腿呈90°角，膝盖不要着地，下蹲时吸气，站起时呼气,a59,,,,,,,
a296,附身慢速跨步登山,all,SS,strongmuscle,5,4,no,home.office.gym.outside,9,45,yogamat,俯撑，双手与肩同宽，挺直背部，收紧核心，一侧脚迈到同侧手的旁边，回到俯撑状态，迈另一侧脚,a296,,,,,,,
a297,跨步Burpee,all,SS,strongmuscle,10,4,no,home.office.gym.outside,4,40,no,如视频动作所示，动作越连贯越好，按照自己的节奏呼吸,a297,,,,,,,
a298,蹲跳,all,SS,strongmuscle,10,2,no,home.office.gym.outside,2,20,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a65,,,,,,,
a299,平板支撑,all,SS,strongmuscle,6,4,no,home.office.gym.outside,10,60,yogamat,屈肘，小臂与前脚掌撑地，耳、肩、髋、膝、踝呈一条直线,a36,,,,,,,
a300,高抬腿,all,SS,strongmuscle,16,5,no,home.office.gym.outside,2.5,40,no,挺直背部，目视前方，前脚掌着地快速交替抬腿，保持身体稳定，以最快的速度,a285,,,,,,,
a301,勾腿跳,all,SS,strongmuscle,15,2,no,home.office.gym.outside,2,30,no,背部挺直，目视前方，双手放在臀部位置，保持身体稳定，快速交替勾腿，每次都要触碰到双手,a286,,,,,,,
a302,左右交叉小跳,all,SS,strongmuscle,15,2,no,home.office.gym.outside,3,45,no,跳起后两腿交叉点地，然后双腿迅速打开下蹲，下蹲时双脚约1.5倍肩宽，下蹲至大腿与地面呈45°角即可,a287,,,,,,,
a303,双手开合跳,all,SS,strongmuscle,20,2,no,home.office.gym.outside,1.5,30,no,抬头挺胸，绷紧腹部，绷紧手臂，用胸肌的力量合掌，同时双脚交替前后小幅跳跃,a288,,,,,,,
a304,臀部动态拉伸,all,SS,strongmuscle,10,2,no,home.office.gym.outside,7,70,no,双手用力抱紧膝盖紧贴腹部上提，提膝同时踮起脚尖,a289,,,,,,,
a305,小腿拉伸,all,SS,streching,4,4,no,home.gym,5.5,22,,脚跟着地，挺直背部，打开肩胛骨，头部与脊柱方向一致，臀部顶在最上方，若做不到标准，尽力即可,a290,,,,,,,
a306,腹部拉伸,all,SS,streching,3,10,no,home.gym,10,30,no,俯卧在瑜伽垫上，腿部完全贴紧地面，双手将上半身撑起，用力拉伸腹部，挺胸,a306,,,,,,,
a307,猫式伸展,all,SS,streching,20,1,no,home.gym,7.5,150,yogamat,俯撑在瑜伽垫上，双手双膝着地，拱起上背部，低头，胸部下沉到最低，仰头，全身放松，拱起背部时呼气，塌腰时吸气,a251,,,,,,,
a308,跪姿拉伸,all,SS,streching,15,1,no,home.gym,2.3,34.5,yogamat,臀部坐在脚后跟上，双手向前伸，身体自然而放松地向前趴下,a252,,,,,,,
a309,开合跳,all,SS,warmup,6,4,no,home.office.gym.outside,6.5,39,no,手臂上抬时吸气，下落时呼气，双脚开合跳跃，小腿尽可能放松，不可低头、仰头,a141,,,,,,,
a310,向前交替箭步蹲,all,SSS,warmup,10,2,no,home.office.gym.outside,7.5,75,no,双脚并拢，收紧腹部核心上半身挺直，双腿交替向前迈，下蹲至前侧大腿与身体呈90°角，前侧大腿与小腿呈90°角，膝盖不要着地，下蹲时吸气，站起时呼气,a59,,,,,,,
a311,附身慢速跨步登山,all,SSS,strongmuscle,5,4,no,home.office.gym.outside,9,45,yogamat,俯撑，双手与肩同宽，挺直背部，收紧核心，一侧脚迈到同侧手的旁边，回到俯撑状态，迈另一侧脚,a311,,,,,,,
a312,跨步Burpee,all,SSS,strongmuscle,10,4,no,home.office.gym.outside,4,40,no,如视频动作所示，动作越连贯越好，按照自己的节奏呼吸,a312,,,,,,,
a313,蹲跳,all,SSS,strongmuscle,10,2,no,home.office.gym.outside,2,20,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a65,,,,,,,
a314,平板支撑,all,SSS,strongmuscle,6,4,no,home.office.gym.outside,10,60,yogamat,屈肘，小臂与前脚掌撑地，耳、肩、髋、膝、踝呈一条直线,a36,,,,,,,
a315,高抬腿,all,SSS,strongmuscle,16,5,no,home.office.gym.outside,2.5,40,no,挺直背部，目视前方，前脚掌着地快速交替抬腿，保持身体稳定，以最快的速度,a285,,,,,,,
a316,勾腿跳,all,SSS,strongmuscle,15,2,no,home.office.gym.outside,2,30,no,背部挺直，目视前方，双手放在臀部位置，保持身体稳定，快速交替勾腿，每次都要触碰到双手,a286,,,,,,,
a317,左右交叉小跳,all,SSS,strongmuscle,15,2,no,home.office.gym.outside,3,45,no,跳起后两腿交叉点地，然后双腿迅速打开下蹲，下蹲时双脚约1.5倍肩宽，下蹲至大腿与地面呈45°角即可,a287,,,,,,,
a318,双手开合跳,all,SSS,strongmuscle,20,2,no,home.office.gym.outside,1.5,30,no,抬头挺胸，绷紧腹部，绷紧手臂，用胸肌的力量合掌，同时双脚交替前后小幅跳跃,a288,,,,,,,
a319,臀部动态拉伸,all,SSS,strongmuscle,10,2,no,home.office.gym.outside,7,70,no,双手用力抱紧膝盖紧贴腹部上提，提膝同时踮起脚尖,a289,,,,,,,
a320,小腿拉伸,all,SSS,streching,4,4,no,home.gym,5.5,22,yogamat,脚跟着地，挺直背部，打开肩胛骨，头部与脊柱方向一致，臀部顶在最上方，若做不到标准，尽力即可,a290,,,,,,,
a321,腹部拉伸,all,SSS,streching,3,10,no,home.gym,10,30,no,俯卧在瑜伽垫上，腿部完全贴紧地面，双手将上半身撑起，用力拉伸腹部，挺胸,a321,,,,,,,
a322,猫式伸展,all,SSS,streching,20,1,no,home.gym,7.5,150,yogamat,俯撑在瑜伽垫上，双手双膝着地，拱起上背部，低头，胸部下沉到最低，仰头，全身放松，拱起背部时呼气，塌腰时吸气,a251,,,,,,,
a323,跪姿拉伸,all,SSS,streching,15,1,no,home.gym,2.3,34.5,yogamat,臀部坐在脚后跟上，双手向前伸，身体自然而放松地向前趴下,a252,,,,,,,
a324,向前交替箭步蹲,leg,S,warmup,10,2,no,home.office.gym.outside,7.5,75,no,双脚并拢，收紧腹部核心上半身挺直，双腿交替向前迈，下蹲至前侧大腿与身体呈90°角，前侧大腿与小腿呈90°角，膝盖不要着地，下蹲时吸气，站起时呼气,a59,,,,,,,
a325,髋关节环绕,leg,S,warmup,7,1,no,home.office.gym.outside,9,63,no,自然站立，双手叉腰，双脚微微分开，将一侧腿抬起，外展，再落回站立位；略作停顿后做另一侧腿的外展，第二个循环时将一侧腿保持外展的状态下抬起，内收，再落回站立位；略作停顿后做另一侧腿的内收,a325,,,,,,,
a326,缓冲深蹲,leg,S,losefat,10,2,no,home.office.gym.outside,2.5,25,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a64,,,,,,,
a327,蹲跳,leg,S,losefat,10,2,no,home.office.gym.outside,2,20,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a65,,,,,,,
a328,仰卧腿开合,leg,S,strongmuscle,15,3,no,home.gym,3,45,no,臀部贴地，大腿抬起至与地面垂直，膝盖微屈，双手放于身体两侧，双腿张开至最大幅度，腿内侧发力夹腿,a328,,,,,,,
a329,点地左侧单腿硬拉,leg,S,strongmuscle,10,3,a330,home.office.gym.outside,3.7,37,no,身体保持直立，微收腹，左手叉腰，右手放松自然下垂，手指伸直，重心移到左侧，左腿在前，右腿在后踮脚做支撑，左腿屈膝，膝盖不能超过脚尖，挺直背部，俯身向下趴，臀部向后推，至躯干与地面近似平行位置，臀部发力，挺胯起身至还原位置，动作全程保持腰背挺直,a329,,,,,,,
a330,点地右侧单腿硬拉,leg,S,strongmuscle,10,3,a329,home.office.gym.outside,4,40,no,身体保持直立，微收腹，右手叉腰，左手放松自然下垂，手指伸直，重心移到右侧，右腿在前，左腿在后踮脚做支撑，右腿屈膝，膝盖不能超过脚尖，挺直背部，俯身向下趴，臀部向后推，至躯干与地面近似平行位置，臀部发力，挺胯起身至还原位置，动作全程保持腰背挺直,a330,,,,,,,
a331,提膝击掌,leg,S,strongmuscle,7,4,no,home.office.gym.outside,4,28,no,左右交替跳跃提膝的同时双手在大腿下侧击掌，上半身挺直，不能弯腰击掌,a331,,,,,,,
a332,臀部动态拉伸,leg,S,strongmuscle,10,2,no,home.office.gym.outside,7,70,no,双手用力抱紧膝盖紧贴腹部上提，提膝同时踮起脚尖,a289,,,,,,,
a333,左侧弓步提膝,leg,S,strongmuscle,15,3,a334,home.office.gym.outside,2.9,43.5,no,弓步姿势时，上身与后腿呈一条直线，双手叉腰，起身同时提膝，动作尽可能稳定、流畅，弓步时骨盆不可歪向一侧，骨盆、上身始终正对前方,a333,,,,,,,
a334,右侧弓步提膝,leg,S,strongmuscle,15,3,a333,home.office.gym.outside,2.6,39,no,弓步姿势时，上身与后腿呈一条直线，双手叉腰，起身同时提膝，动作尽可能稳定、流畅，弓步时骨盆不可歪向一侧，骨盆、上身始终正对前方,a334,,,,,,,
a335,跪姿左侧后踢腿,leg,S,strongmuscle,4,4,a336,home.gym,9.4,37.6,yogamat,俯卧在瑜伽垫上，双手撑地；右膝着地，左膝弯曲离地，左腿尽力向后方上侧伸展，直到伸直，踢腿的同时收腹，想象身后有一个人，用腿把人蹬出去,a335,,,,,,,
a336,跪姿右侧后踢腿,leg,S,strongmuscle,3,4,a335,home.gym,12,36,yogamat,俯卧在瑜伽垫上，双手撑地；左膝着地，右膝弯曲离地，右腿尽力向后方上侧伸展，直到伸直，踢腿的同时收腹，想象身后有一个人，用腿把人蹬出去,a336,,,,,,,
a337,小腿拉伸,leg,S,streching,4,4,no,home.gym,5.5,22,yogamat,脚跟着地，挺直背部，打开肩胛骨，头部与脊柱方向一致，臀部顶在最上方，若做不到标准，尽力即可,a290,,,,,,,
a338,左腿前侧拉伸,leg,S,streching,16,1,a339,home.office.gym.outside,1.5,24,no,自然站立，勾起左脚，左手握住左脚脚踝，收紧腹部，左手发力向上拉，髋部前顶，直至左侧大腿前侧有明显牵拉感，保持住,a338,,,,,,,
a339,右腿前侧拉伸,leg,S,streching,16,1,a338,home.office.gym.outside,1.5,24,no,自然站立，勾起右脚，右手握住右脚脚踝，收紧腹部，右手发力向上拉，髋部前顶，直至右侧大腿前侧有明显牵拉感，保持住,a339,,,,,,,
a340,左腿内侧拉伸,leg,S,streching,20,1,a341,home.office.gym.outside,1.5,30,no,双脚约两倍肩宽，脚尖朝向斜前方，重心放在右腿上，下蹲至左腿完全伸直，右脚全脚掌着地，左脚脚跟着地，腰背挺直，用身体下压的重力拉伸大腿内侧,a340,,,,,,,
a341,右腿内侧拉伸,leg,S,streching,20,1,a340,home.office.gym.outside,1.5,30,no,双脚约两倍肩宽，脚尖朝向斜前方，重心放在左腿上，下蹲至右腿完全伸直，左脚全脚掌着地，右脚脚跟着地，腰背挺直，用身体下压的重力拉伸大腿内侧,a341,,,,,,,
a342,坐姿左腿拉伸,leg,S,streching,15,3,a343,home.office.gym.outside,2.2,33,no,坐在椅子边缘，左腿伸直，右腿屈曲，腰背挺直，向前俯身，双手触摸左腿，感受左腿后侧的牵拉感，脚尖处于自然姿势，无需刻意勾起或绷直,a342,,,,,,,
a343,坐姿右腿拉伸,leg,S,streching,15,3,a342,home.office.gym.outside,2.4,36,no,坐在椅子边缘，右腿伸直，左腿屈曲，腰背挺直，向前俯身，双手触摸左腿，感受右腿后侧的牵拉感，脚尖处于自然姿势，无需刻意勾起或绷直,a343,,,,,,,
a344,向前交替箭步蹲,leg,SS,warmup,10,2,no,home.office.gym.outside,7.5,75,no,双脚并拢，收紧腹部核心上半身挺直，双腿交替向前迈，下蹲至前侧大腿与身体呈90°角，前侧大腿与小腿呈90°角，膝盖不要着地，下蹲时吸气，站起时呼气,a59,,,,,,,
a345,髋关节环绕,leg,SS,warmup,7,1,no,home.office.gym.outside,9,63,no,自然站立，双手叉腰，双脚微微分开，将一侧腿抬起，外展，再落回站立位；略作停顿后做另一侧腿的外展，第二个循环时将一侧腿保持外展的状态下抬起，内收，再落回站立位；略作停顿后做另一侧腿的内收,a325,,,,,,,
a346,缓冲深蹲,leg,SS,losefat,10,2,no,home.office.gym.outside,2.5,25,no,跳起呼气，下蹲吸气，下蹲时减慢速度,a64,,,,,,,
